name,brewery_type,address,state,phone,website_url,country,region,division
Tighthead Brewing Co,micro,161 N Archer Ave Mundelein Illinois 60060-2301,Illinois,Not Available,Not Available,United States,Midwest,East North Central
Tilt Wurks Brewhouse & Casino,micro,420 Pacific Ave Miles City Montana 59301-4000,Montana,4068748458,http://www.tiltwurks.com,United States,West,Mountain
Tilted Axis Brewing Company,brewpub,303 W Nepessing St Lapeer Michigan 48446-2105,Michigan,8109694477,http://www.tiltedaxis.beer,United States,Midwest,East North Central
Tilted Barn Brewery,micro,1 Helmsley Pl Exeter Rhode Island 02822-3740,Rhode Island,4018296088,http://www.tiltedbarnbrewery.com,United States,Northeast,New England
Tilted Barrel Brew Pub,contract,110 E 29th St Loveland Colorado 80538,Colorado,9706198950,http://www.tiltedbarrelbrewpub.com,United States,West,Mountain
Tilted Mash Brewery,micro,9175 Union Park Way Elk Grove California 95624-2792,California,Not Available,http://www.tiltedmash.com,United States,West,Pacific
Tim's Pumpkin Patch,micro,2901 Rose Hill Rd Marietta New York 13110-3236,New York,3156739209,http://www.timspumpkinpatch.com,United States,Northeast,Middle Atlantic
Timber Monster Brewing Company,micro,410 Main Street Sultan Washington 98294,Washington,4257500814,Not Available,United States,West,Pacific
Timbukbru,micro,215 6th St SW Clarion Iowa 50525,Iowa,5155320015,http://www.timbukbru.com,United States,Midwest,West North Central
Timotheus Brothers Brewery,micro,2708 N Peoria Rd Springfield Illinois 62702-1248,Illinois,2179710027,Not Available,United States,Midwest,East North Central
Tin Bridge Brewing,micro,487 E Main St Westfield Massachusetts 1085,Massachusetts,4136426418,http://www.tinbridgebrewing.com,United States,Northeast,New England
Tin Lizard Brewing Co,brewpub,1000 W Lancaster Ave Bryn Mawr Pennsylvania 19010-2611,Pennsylvania,6105251100,http://www.tinlizardbrewingco.com,United States,Northeast,Middle Atlantic
Tin Man Brewing Company,micro,1430 W Franklin St Evansville Indiana 47710-1030,Indiana,8126183227,http://www.tinmanbrewing.com,United States,Midwest,East North Central
Tin Mill Brewing Co,brewpub,114 Gutenberg St Hermann Missouri 65041-1138,Missouri,5734862275,http://www.tinmillbrewing.com,United States,Midwest,West North Central
Tin Roof Brewing Co,micro,1624 Wyoming St Baton Rouge Louisiana 70802-8514,Louisiana,2253777022,http://www.tinroofbeer.com,United States,South,West South Central
Tiny Tim's Pizza /West Mountain Brewery,brewpub,21 W Mountain St Fayetteville Arkansas 72701-6086,Arkansas,4794429090,http://www.facebook.com/pg/tinytimspizza,United States,South,West South Central
Tioga-Sequoia Brewing Co,micro,746 Broadway St Fresno California 93721-2808,California,5592645521,http://www.tiogasequoia.com,United States,West,Pacific
Tired Hands Brewing Co,brewpub,16 Ardmore Ave Ardmore Pennsylvania 19003-1302,Pennsylvania,6108967621,http://www.tiredhands.com,United States,Northeast,Middle Atlantic
Tired Hands Brewing Co,brewpub,35 S Cricket Ter Ardmore Pennsylvania 19003-2203,Pennsylvania,4844132983,http://www.tiredhands.com,United States,Northeast,Middle Atlantic
Titanic Brewing Co,brewpub,5813 Ponce de Leon Blvd Miami Florida 33146-2422,Florida,3056672537,http://www.titanicbrewery.com,United States,South,South Atlantic
Titletown Brewing Co,brewpub,200 Dousman St Green Bay Wisconsin 54303-2712,Wisconsin,9204372337,http://www.titletownbrewing.com,United States,Midwest,East North Central
Tobacco Road Brewery,brewpub,505 W Jones St Raleigh North Carolina 27603-1428,North Carolina,9193018793,http://www.tobaccoroadsportscafe.com,United States,South,South Atlantic
Tombstone Brewing Company,micro,107 E Toughnut Tombstone Arizona 85638,Arizona,5202226781,http://www.tombstone.beer,United States,West,Mountain
Tommyknocker Brewery & Pub,micro,1401 Miner St Idaho Springs Colorado 80452,Colorado,3035674419,http://www.tommyknocker.com,United States,West,Mountain
Tonewood Brewing,micro,215 W Clinton Ave Oaklyn New Jersey 08107-1500,New Jersey,8568331500,http://www.tonewoodbrewing.com,United States,Northeast,Middle Atlantic
Tonopah Brewing Co,brewpub,315 S Main St Tonopah Nevada 89049,Nevada,7754822000,http://www.tonopahbrewing.com,United States,West,Mountain
Toolbox Brewing Company,micro,1495 Poinsettia Ave Ste 148 Vista California 92081-8539,California,7605981477,http://Toolboxbrewing.Com,United States,West,Pacific
Topa Topa Brewing Co,micro,104 E Thompson Blvd Ventura California 93001-2723,California,8056289255,http://www.topatopabrewingco.com,United States,West,Pacific
Toppling Goliath Brewing Co,micro,1600 Prosperity Rd Decorah Iowa 52101,Iowa,5633826198,http://www.tgbrews.com,United States,Midwest,West North Central
Topsy's,brewpub,260 Kearny St San Francisco California 94108-4538,California,4157570290,http://www.topsyssf.com,United States,West,Pacific
Torched Hop Brewing Company,brewpub,249 Ponce de Leon Ave NE Atlanta Georgia 30308-1937,Georgia,4048352040,http://www.Torchedhopbrewing.com,United States,South,South Atlantic
Torn Label Brewing Company,micro,1708 Campbell St Kansas City Missouri 64108-1524,Missouri,8166565459,http://www.tornlabel.com,United States,Midwest,West North Central
Toro Creek Brewing Co,micro,"1111 Riverside Ave, Ste 103 Paso Robles California 93446",California,8055507007,http://www.torocreekbrewingcompany.com,United States,West,Pacific
Torrent Brewing Co,micro,504 Burnett Ave Ames Iowa 50010-6178,Iowa,5152333155,http://www.torrentbrewingco.com,United States,Midwest,West North Central
Tortugo Brewing Company,planning,Not Available Inglewood California 90302-3308,California,Not Available,Not Available,United States,West,Pacific
Touchstone Brewing Company,planning,Not Available Sacramento California 95811-0618,California,4155701391,Not Available,United States,West,Pacific
Towerhill Brewery,brewpub,237 W Butler Ave Chalfont Pennsylvania 18914-3020,Pennsylvania,2158228788,http://www.towerhillbrewery.com,United States,Northeast,Middle Atlantic
Town Branch Distillery,micro,401 Cross St Lexington Kentucky 40508,Kentucky,8592552337,Not Available,United States,South,East South Central
"Town In City Brewing Co, LLC",micro,1125 W Cavalcade St Houston Texas 77009-2907,Texas,8328347151,http://townincitybrewing.com,United States,South,West South Central
Townies Brewery,brewpub,2350 W Liberty Rd Ann Arbor Michigan 48103,Michigan,Not Available,Not Available,United States,Midwest,East North Central
Toxic Brew Company,brewpub,431 E 5th St Dayton Ohio 45402-2911,Ohio,9379853618,http://www.toxicbrewcompany.com,United States,Midwest,East North Central
Toy Soldier,brewpub,52 Belden Pl San Francisco California 94104,California,4159069048,http://www.toysoldiersf.com,United States,West,Pacific
Track 7 Brewing Co - Natomas,micro,826 Professor Ln Ste 100 Sacramento California 95834-7743,California,9165204677,Not Available,United States,West,Pacific
Tractor Brewing Co,micro,1800 4th St NW Albuquerque New Mexico 87102-1426,New Mexico,5052436752,http://www.getplowed.com,United States,West,Mountain
TractorLift Brewery,micro,708 Sumner Ave Humboldt Iowa 50548-1763,Iowa,5158909484,Not Available,United States,Midwest,West North Central
Trade Brewing,micro,731 1st St Napa California 94559-2624,California,7074928223,http://www.tradebrewing.com,United States,West,Pacific
Tradesman Brewing Company,micro,1639 Tatum St Charleston South Carolina 29412-2646,South Carolina,8434101315,http://www.tradesmanbrewing.com,United States,South,South Atlantic
Tradition Brewing Company,micro,700 Thimble Shoals Blvd Ste 103 Newport News Virginia 23606-4532,Virginia,7575929393,http://www.traditionbrewing.com,United States,South,South Atlantic
Traffic Jam and Snug,brewpub,4268 2nd Ave Detroit Michigan 48201-1706,Michigan,3138319470,http://www.trafficjamdetroit.com,United States,Midwest,East North Central
Trail Dog Brewing Co.,planning,Not Available Novato California 94945-3318,California,4157580411,http://traildogbrewing.com,United States,West,Pacific
Trail Point Brewing Co.,micro,6035 Lake Michigan Dr Allendale Michigan 49401-9101,Michigan,6168952739,http://www.trailpointbrewing.com,United States,Midwest,East North Central
Trailhead Brewing Co,closed,921 S Riverside Dr Saint Charles Missouri 63301-3489,Missouri,6369462739,http://www.trailheadbrewing.com,United States,Midwest,West North Central
Transient Artisan Ales,micro,4229 Lake St Bridgman Michigan 49106-9109,Michigan,Not Available,Not Available,United States,Midwest,East North Central
Transmission Brewing Company,planning,Not Available Oxnard California 93030-8231,California,8054076133,http://jonkercarey@gmail.com,United States,West,Pacific
Transmitter Brewing,micro,5302 11th St Long Island City New York 11101-5917,New York,6463788529,http://www.transmitterbrew.com,United States,Northeast,Middle Atlantic
Transparent Brewing Company,micro,14501 White Ave Grandview Missouri 64030,Missouri,8164998888,http://www.transparentbrewingcompany.com,United States,Midwest,West North Central
Trap Door Brewing,micro,2315 Main St Vancouver Washington 98660-2641,Washington,5037582569,http://www.trapdoorbrewing.com,United States,West,Pacific
Trap Rock Restaurant And Brewery,brewpub,279 Springfield Ave Berkeley Heights New Jersey 07922-1214,New Jersey,9086651755,http://www.traprockrestaurant.net,United States,Northeast,Middle Atlantic
Trapezium Brewing Company,brewpub,423 3rd St Petersburg Virginia 23803-,Virginia,8046775728,http://www.trapeziumbrewing.com,United States,South,South Atlantic
Tree House Brewery,regional,129 Sturbridge Rd Charlton Massachusetts 01507-5330,Massachusetts,4139491891,http://www.treehousebrew.com,United States,Northeast,New England
Trek Brewing,micro,1486 Granville Rd Newark Ohio 43055-1538,Ohio,Not Available,http://www.trekbeer.com,United States,Midwest,East North Central
Tribes Beer Company,brewpub,11220 Lincoln Hwy Mokena Illinois 60448-8208,Illinois,8154640248,http://www.tribesalehouse.com,United States,Midwest,East North Central
Tributary Brewing Company,micro,10 Shapleigh Rd Kittery Maine 03904-1480,Maine,Not Available,http://www.tributarybrewingcompany.com,United States,Northeast,New England
Tribute Brewing Co,micro,1106 N Bluebird Rd Eagle River Wisconsin 54521-7557,Wisconsin,7154802337,http://www.tributebrewing.com,United States,Midwest,East North Central
Trickster's Brewing Company,micro,3850 N Schreiber Way Coeur D Alene Idaho 83815-8362,Idaho,9707647128,http://www.trickstersbrewing.com,United States,West,Mountain
Trillium Brewing,regional,110 Shawmut Rd Canton Massachusetts 02021-1412,Massachusetts,6174538745,http://www.trilliumbrewing.com,United States,Northeast,New England
Trim Tab Brewing,micro,2721 5th Ave S Birmingham Alabama 35233-3401,Alabama,2057030536,http://www.trimtabbrewing.com,United States,South,East South Central
Trinity Brewhouse,brewpub,186 Fountain St Providence Rhode Island 02903-1813,Rhode Island,4014532337,http://www.trinitybrewhouse.com,United States,Northeast,New England
Tripelroot Production Facility,micro,2262 112th Ave Holland Michigan 49424-9638,Michigan,Not Available,Not Available,United States,Midwest,East North Central
Tripelroot,brewpub,146 E Main Ave Zeeland Michigan 49464-1736,Michigan,6169530050,http://www.tripelroot.com,United States,Midwest,East North Central
TripEnd Brewing,micro,3072 Prutsman Rd Troupsburg New York 14885-9613,New York,6073467472,http://www.tripendbrewing.com,United States,Northeast,Middle Atlantic
Triple C Brewing,micro,2900 Griffith St Charlotte North Carolina 28203-5430,North Carolina,7043723212,http://www.triplecbrewing.com,United States,South,South Atlantic
Triple Crossing Brewing Company (Downtown),micro,113 S. Foushee St. Richmond Virginia 23220-5616,Virginia,8043991780,http://www.triplecrossingbeer.com,United States,South,South Atlantic
Triple Crossing Brewing Company (Fullton),brewpub,5203 Hatcher St Richmond Virginia 23231-3199,Virginia,8044951955,http://www.triplecrossingbeer.com,United States,South,South Atlantic
Triple Dog Brewing Company,micro,675 1st St W Havre Montana 59501-3415,Montana,4068798103,Not Available,United States,West,Mountain
Triple J Chophouse and Brew Co,brewpub,1807 Buddy Holly Ave Lubbock Texas 79401-5136,Texas,8067716555,http://www.triplejchophouseandbrewco.com,United States,South,West South Central
Triple R Brewing,micro,916 NE 64th Street Seattle Washington 98115,Washington,2065793370,http://triplerbrewery.com,United States,West,Pacific
Triple Rock Brewery and Alehouse,brewpub,1920 Shattuck Ave Berkeley California 94704-1022,California,5108432739,http://www.triplerock.com,United States,West,Pacific
Triple Voodoo Brewing Co,micro,2245 3rd St San Francisco California 94107-3125,California,4155988811,http://www.triplevoodoo.com,United States,West,Pacific
Triptych Brewing,micro,1703 Woodfield Dr Savoy Illinois 61874-9504,Illinois,2176071176,http://www.triptychbrewing.com,United States,Midwest,East North Central
Triskelion Brewing Company,micro,340 7th Avenue East Hendersonville North Carolina 28792,North Carolina,8283887051,http://www.triskelionbrewing.com,United States,South,South Atlantic
Trollingwood Taproom & Brewery,micro,707 Dickinson Ave Greenville North Carolina 27834-3147,North Carolina,2522106295,http://www.trollingwoodbrewery.com,United States,South,South Atlantic
Troon Brewing,micro,130 Hopewell Rocky Hill Rd # 5 Hopewell New Jersey 08525-3111,New Jersey,Not Available,http://www.troonbrewing.com,United States,Northeast,Middle Atlantic
Trophy Brewing Company,micro,656 Maywood Ave Raleigh North Carolina 27603-2340,North Carolina,9198034849,http://www.trophybrewing.com,United States,South,South Atlantic
troubled waters brewing co.,contract,670 Main Street Safety Harbor Florida 34695,Florida,6303357890,http://www.troubledwatersbeer.com,United States,South,South Atlantic
True North Ale Company,micro,116 County Rd Ipswich Massachusetts 01938-2501,Massachusetts,9783126473,http://www.TrueNorthAles.com,United States,Northeast,New England
True Respite Brewing Company,micro,7301 Calhoun Pl Ste 600 Derwood Maryland 20855-2740,Maryland,3012848447,http://www.truerespite.com,United States,South,South Atlantic
True Vine Brewing Company,micro,219 S Englewood Ave Tyler Texas 75702-6926,Texas,9036000124,http://www.truevinebrewing.com,United States,South,West South Central
Trumer Brewery,regional,1404 4th St Berkeley California 94710-1323,California,5105261160,http://www.trumer-international.com,United States,West,Pacific
Trusty Brewing Co.,brewpub,114 E Evergreen Blvd Vancouver Washington 98660-3219,Washington,3602580413,http://www.trustybrewing.com,United States,West,Pacific
TTs Old Iron Brewery,micro,154 S Madison St Spokane Washington 99201-4542,Washington,Not Available,http://www.ttsoldironbrewery.com,United States,West,Pacific
Tuckahoe Brewing Co,micro,3092 English Creek Ave Egg Harbor Township New Jersey 08234-5245,New Jersey,6096452739,http://www.tuckahoebrewing.com,United States,Northeast,Middle Atlantic
